editId	srclang	trglang	srcIndex	documentId	segmentId	editorId	system1Number	system1Id	system1actionVal	system1actionStr	system1edit
6255	French	English	1298	frankfurter-rundschau/2009/12/10/99511	9	A11N3YFTWX5H4Z	38	onlineB	1	EDIT	The result of the vote was not known at the time of writing of this edition.
6256	English	Czech	866	lesechos/2009/12/10/218334	2	A1KOBAVR922QCR	15	cu-zeman	3	BAD	I Francouz, Frédérick Bousquet v dlouhé cestě 2009, což je trojnásobek medal-holder světovém šampionátu, neboť z mezinárodní titul na vzdálenost 50 m freestyle, zejména favours, ve čtvrtek v Istanbulu na euro-2009 krátký kurz.
6257	English	Czech	867	lesechos/2009/12/10/218334	3	A1KOBAVR922QCR	15	cu-zeman	3	BAD	První den v této soutěži, kde delší cestu je povoleno pro plavky, naposledy zažil jen tři světové rekordy biti, zatímco vlnách se očekávalo.
6258	English	Czech	868	lesechos/2009/12/10/218334	4	A1KOBAVR922QCR	15	cu-zeman	1	EDIT	Jeden rekord na 200 m zlepšila maďarská plavkyně Evelyn Verraszto a dva další plavci z Ruska.
6259	English	Czech	869	lesechos/2009/12/10/218334	5	A1KOBAVR922QCR	15	cu-zeman	3	BAD	Na lítost nad Bousquet, kteří jeho pohled na 50 m freestyle světový rekord, který má dlouhé pouti titul (20.94).
6260	English	Czech	870	lesechos/2009/12/10/218334	6	A1KOBAVR922QCR	15	cu-zeman	1	EDIT	Jednou ze dvou významných událostí v plavání volným stylem na 50 je osmadvacetiletý Francouz, který se vyznačuje dosáhl času 20.53. Poprvé na mezinárodní úrovni startovalo deset plavců místo obvyklých osmi.
6261	English	Czech	1691	elmundo/2009/12/10/10097	15	A1KOBAVR922QCR	40	potsdam	3	BAD	O Dorothy Parker: "Jednou, kneeled a modlí právě ctitelé:" Bůh drahé, já vám žebrají na mě přestat psát jako žena. "
6262	English	Czech	1692	elmundo/2009/12/10/10097	16	A1KOBAVR922QCR	40	potsdam	3	BAD	Na Joseph Conrad: "Se byly tyto těchto veršů z Spencer:" Po spánku pachtí, / přístavu po stormy moře, a to po válce, a po smrti života se nesmírně potěší. "
6263	English	Czech	1693	elmundo/2009/12/10/10097	17	A1KOBAVR922QCR	40	potsdam	3	BAD	Ve Virginii Wolfa: „ ona i její rolích depresím v její zavazadla.
6264	English	Czech	1694	elmundo/2009/12/10/10097	18	A1KOBAVR922QCR	40	potsdam	1	EDIT	S manželem to přijali jako normální, když mu říkala, že Edward VII – jak otevřeně doznává – prováděl špionáž z Azaleas a že ptáci zpívali v řečtině.
6265	English	Czech	1695	elmundo/2009/12/10/10097	19	A1KOBAVR922QCR	40	potsdam	3	BAD	Dosud nikdy nebyl člověk, takže pacient a v lásce s neurotic ženu, jejíž literární talent se před jejím šílenství ".
6266	German	English	419	economist/2009/12/10/17240	19	A11N3YFTWX5H4Z	18	dfki	1	EDIT	The thinkers and activists that Bowen consulted are mostly in agreement with their Salafi counterparts - advocates of the purist Sunni Islam that is connected to Saudi Arabia - that nowadays have a small, but influential presence among Europe's Muslims.
6267	German	English	420	economist/2009/12/10/17240	20	A11N3YFTWX5H4Z	18	dfki	2	OK	Bowen thinks that Muslim values and French secularism could be compatible.
6268	German	English	421	economist/2009/12/10/17240	21	A11N3YFTWX5H4Z	18	dfki	1	EDIT	But an agreement requires giving and taking on both pages.
6269	German	English	422	economist/2009/12/10/17240	22	A11N3YFTWX5H4Z	18	dfki	1	EDIT	He raises the question, to what extent are the French political and intellectual elite, who have passionately defended the separation of church and state, really committed to pluralism.
6270	German	English	423	economist/2009/12/10/17240	23	A11N3YFTWX5H4Z	18	dfki	1	EDIT	He points out that Muslims are possibly experiencing rougher treatment than Catholics, Protestants and Jews did in the course of their historical compromise with the secular republic.
6271	English	Czech	672	washpost/2009/12/12/79407	5	A1KOBAVR922QCR	14	cu-tecto	3	BAD	Nemáme žádnou, je necháno na chvíli, je řečen Wang 31, správce lidských zdrojů s 8 měsíce starým synem.
6272	English	Czech	673	washpost/2009/12/12/79407	6	A1KOBAVR922QCR	14	cu-tecto	1	EDIT	Po více než 30 letech od doby, kdy byla v Číně zavedena politika jednoho dítěte, se vytvořily dvě generace zkažených dětí láskyplně přezdívaných "malí císaři". V zemi se blíží krize populace.
6273	English	Czech	674	washpost/2009/12/12/79407	7	A1KOBAVR922QCR	14	cu-tecto	1	EDIT	Podle OSN klesla průměrná porodnost na 1,8 dítěte na pár oproti šesti dětem na pár v době, kdy byla zavedena politika jednoho dítěte.
6274	English	Czech	675	washpost/2009/12/12/79407	8	A1KOBAVR922QCR	14	cu-tecto	1	EDIT	Počet obyvatel starších 60 let je předpovídán takto - exploduje z 16,7 procent populace v roce 2020 na 31,1 procenta v roce 2050. To je daleko nad globálním průměrem přibližně, který činí 20 procent.
6275	English	Czech	676	washpost/2009/12/12/79407	9	A1KOBAVR922QCR	14	cu-tecto	2	OK	Nerovnováha je horší v bohatých pobřežních městech s vysoce vzdělanými populacemi jako Šanghaj.
6276	English	Czech	530	washpost/2009/12/12/79421	11	A1KOBAVR922QCR	43	rwth-combo	1	EDIT	Podle jednoho přihlížejícího, který si nepřál být jmenován, protože je zapojen do rozhovorů o změně klimatu, aktivisté ve sportovních maskách a černém oblečení umístili několik výbušnin poblíž kodaňského hlavního kanálu, který je poblíž několik ministerstev.
6277	English	Czech	531	washpost/2009/12/12/79421	12	A1KOBAVR922QCR	43	rwth-combo	3	BAD	Byli lobbing jim budovy , řekl a dodal , začali jako světlice , ale za " pár velké výbuchy . "
6278	English	Czech	532	washpost/2009/12/12/79421	13	A1KOBAVR922QCR	43	rwth-combo	1	EDIT	Uvnitř Convention centra se lidé shromáždili kolem televizních obrazovek a sledovali pochod po celé odpoledne.
6279	English	Czech	533	washpost/2009/12/12/79421	14	A1KOBAVR922QCR	43	rwth-combo	1	EDIT	Nicméně protest pronikl do vědomí klíčových úředníků jako Su Wei, který je hlavním čínským klimatickým vyjednavačem.
6280	English	Czech	534	washpost/2009/12/12/79421	15	A1KOBAVR922QCR	43	rwth-combo	1	EDIT	Na otázku, zda si myslí, že demonstrace měla konstruktivní dopad na mezinárodní jednání, odpověděl v angličtině: "Vlastně, to je něco, co jsem si... ".
6281	English	Czech	969	lesechos/2009/12/10/218321	1	A1KOBAVR922QCR	6	cmu-heafield-combo	3	BAD	USA: Polanski znovu žádá, aby jeho advokátovi pro řízení, aby se
6282	English	Czech	970	lesechos/2009/12/10/218321	2	A1KOBAVR922QCR	6	cmu-heafield-combo	3	BAD	Právník francouzsko - polský filmový režisér Roman Polanski, volal opět v Los Angeles ve čtvrtek (kalifornie, západní spojených států), pro opuštění řízení proti jeho klientovi, který je v současnosti v domácím vězení ve švýcarsku pro případ, že je více než 30 let.
6283	English	Czech	971	lesechos/2009/12/10/218321	3	A1KOBAVR922QCR	6	cmu-heafield-combo	3	BAD	Čad Hummel, právník ředitele „pianista“ citoval vážné chyby v řízení v době události v roce 1977, před třemi soudci u odvolacího soudu v kalifornii druhého obvodu.
6284	English	Czech	972	lesechos/2009/12/10/218321	4	A1KOBAVR922QCR	6	cmu-heafield-combo	3	BAD	Volám na poplatky, aby byl tady a teď, prohlásil pan Hummel, než se přidá, že chování soudce, který se případem zabývat v okamžiku, Laurence Rittenband, „
6285	English	Czech	973	lesechos/2009/12/10/218321	5	A1KOBAVR922QCR	6	cmu-heafield-combo	3	BAD	Podle něj soudci Rittenband - od zemřelého - říká se, že jsem mluvil s jedním ze státních zástupců, kteří mu řekli, že Roman Polanski zasloužil vězení, před předáním věta - představuje vážnou chybu v postupu.
6286	English	French	366	lidovky.cz/2009/12/10/75429	13	ARBUOXKEFAF9Y	38	onlineB	1	EDIT	Le premier lot de vaccins doit être administré lorsque l'enfant a entre 3 et 5 mois.
6287	English	French	367	lidovky.cz/2009/12/10/75429	14	ARBUOXKEFAF9Y	38	onlineB	1	EDIT	L'année dernière, une famille sur quatre avait volontairement vacciné leurs enfants contre le pneumocoque.
6288	English	French	368	lidovky.cz/2009/12/10/75429	15	ARBUOXKEFAF9Y	38	onlineB	1	EDIT	Les parents ont payé 1600 couronnes ou plus pour la vaccination.
6289	English	French	369	lidovky.cz/2009/12/10/75429	16	ARBUOXKEFAF9Y	38	onlineB	1	EDIT	Les plus jeunes enfants requièrent les quatre vaccins.
6290	English	French	370	lidovky.cz/2009/12/10/75429	17	ARBUOXKEFAF9Y	38	onlineB	1	EDIT	Dans l'ensemble, les experts estiment que les compagnies d'assurance santé dépensent de 300 à 450 mille couronnes par an sur les vaccinations.
6291	English	French	713	washpost/2009/12/12/79407	46	ARBUOXKEFAF9Y	24	jhu	1	EDIT	" Mais un enfant impose d'énormes exigences sur les parents ", a-t-il dit.
6292	English	French	714	washpost/2009/12/12/79407	47	ARBUOXKEFAF9Y	24	jhu	2	OK	Une mère a renoncer à au moins deux ans de sa vie sociale.
6293	English	French	715	washpost/2009/12/12/79407	48	ARBUOXKEFAF9Y	24	jhu	3	BAD	Ensuite, il y a les questions spatiales -- « Vous avez à remodeler votre appartement » -- et les stratégies -- « vous avez à préparer un curriculum vitæ de l' enfant est âgé de 9 mois pour le meilleur. »
6294	English	French	716	washpost/2009/12/12/79407	49	ARBUOXKEFAF9Y	24	jhu	1	EDIT	Plusieurs de ses amis sont prêts à traiter avec lui une fois, dit Chen, mais pas deux fois.
6295	English	French	717	washpost/2009/12/12/79407	50	ARBUOXKEFAF9Y	24	jhu	1	EDIT	Notre génération est la première à bénéficier de cette hausse du niveau de vie, a-t-il dit.
6296	English	French	23	idnes.cz/2009/12/11/76492	23	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	D'autre part, l'hôtel Horizont dans PEC Pod Sněžkou a vu plus de réservations cette année que l'année dernière.
6297	English	French	24	idnes.cz/2009/12/11/76492	24	ARBUOXKEFAF9Y	28	koc-combo	2	OK	Nous avons progressé de 5%.
6298	English	French	25	idnes.cz/2009/12/11/76492	25	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	Nous avons rempli les dernières places libres à la veille du Nouvel An et de Noël.
6299	English	French	26	idnes.cz/2009/12/11/76492	26	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	" Il y a beaucoup d'intérêt pendant les vacances polonaises en janvier et nous obtenons généralement beaucoup de réservations en février ", explique le directeur du meilleur hôtel à Pec, Karel Rada.
6300	English	French	27	idnes.cz/2009/12/11/76492	27	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	L'hôtel Omnia, dans le parc automobile Janské Lázně, est réservé à 80% jusqu'à la veille du Nouvel An.
6301	English	French	1030	lesechos/2009/12/11/218656	2	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	Les nouvelles de Johnny Hallyday "sont très positives", assure son fils, David, vendredi en arrivant à l'aéroport de Los Angeles, où il devait être au chevet de son père, qui a été hospitalisé pendant plusieurs jours.
6302	English	French	1031	lesechos/2009/12/11/218656	3	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	La nouvelle est très positive.
6303	English	French	1032	lesechos/2009/12/11/218656	4	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	Il est très fort, tout ira bien, a déclaré son fils David Hallyday à la presse en sortant de l'avion de Paris juste après 13 h, heure locale (21 h GMT).
6304	English	French	1033	lesechos/2009/12/11/218656	5	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	Le fils du chanteur avait un air décontracté et nous a assuré qu'il se rendrait "sans délai" à l'hôpital Cedars-Sinaï à Los Angeles, où Johnny Hallyday a été admis lundi pour une infection découlant d'une opération pour hernie discale le 26 novembre à Paris.
6305	English	French	1034	lesechos/2009/12/11/218656	6	ARBUOXKEFAF9Y	28	koc-combo	1	EDIT	Le chanteur a été "placé dans un coma artificiel ce soir à Los Angeles pour des raisons de confort, pour empêcher qu'il souffre, et pour permettre à son traitement d'être administré", a indiqué le service de presse.
6306	English	French	916	lesechos/2009/12/10/218325	7	A9BHWVNPA5L35	24	jhu	1	EDIT	Peter Cardillo de Avalon Partners estime que les investisseurs se sont concentrés particulièrement sur les chiffres de la balance commerciale de l' Amérique, qui montrent une amélioration de l' activité au quatrième trimestre ».
6307	English	French	917	lesechos/2009/12/10/218325	8	A9BHWVNPA5L35	24	jhu	1	EDIT	Le déficit commercial des états-Unis a chuté de 7,6% en octobre par rapport à septembre, pour s'établir à 32,9 milliards de dollars.
6308	English	French	918	lesechos/2009/12/10/218325	9	A9BHWVNPA5L35	24	jhu	1	EDIT	Les analystes s' attendaient au contraire, à une aggravation du déficit.
6309	English	French	919	lesechos/2009/12/10/218325	10	A9BHWVNPA5L35	24	jhu	0	N/A	Les importations et les exportations ont augmenté.
6310	English	French	920	lesechos/2009/12/10/218325	11	A9BHWVNPA5L35	24	jhu	1	EDIT	La grande nouvelle est l' augmentation du volume des échanges, en particulier dans le domaine de l' exportation de marchandises, ce qui reflète la croissance économique des partenaires commerciaux des États-Unis, a commenté Christopher Cornell de la firne de recherche Economy.com.
6311	English	French	1672	elmundo/2009/12/10/10098	1	A9BHWVNPA5L35	18	dfki	3	BAD	Les Prix de Mode Britanniques
6312	English	French	1673	elmundo/2009/12/10/10098	2	A9BHWVNPA5L35	18	dfki	3	BAD	À en ont beaucoup pour dire dans le monde de la mode.
6313	English	French	1674	elmundo/2009/12/10/10098	3	A9BHWVNPA5L35	18	dfki	3	BAD	Dépassez des représentants - les concepteurs et des modèles, du -gathered passé et présent à la présentation de prix annuelle, qui avaient lieu à Londres à la Cour de.
6314	English	French	1675	elmundo/2009/12/10/10098	4	A9BHWVNPA5L35	18	dfki	1	EDIT	Personne ne manquait le rendez-vous.
6315	English	French	1676	elmundo/2009/12/10/10098	5	A9BHWVNPA5L35	18	dfki	1	EDIT	La fille de l'ancien modèle Jerry Hall, Georgia May Jagger, a été choisie comme Modèle de l'Année.
6316	English	French	1527	spiegel/2009/12/12/73257	60	A9BHWVNPA5L35	38	onlineB	1	EDIT	Que ces illusions soient perçues comme étant agréables ou désagréables n'est souvent qu'une question de perspective.
6317	English	French	1528	spiegel/2009/12/12/73257	61	A9BHWVNPA5L35	38	onlineB	1	EDIT	Kasten a recueilli des rapports pendant dix ans sur les hallucinations et les délires; l'an dernier il a évalué ses résultats dans un livre intitulé Le monde irréel dans notre cerveau.
6318	English	French	1529	spiegel/2009/12/12/73257	62	A9BHWVNPA5L35	38	onlineB	1	EDIT	Les hallucinations sont un sous-produit typique des psychoses, mais aussi d'une quantité remarquablement élevé d'autres maladies.
6319	English	French	1530	spiegel/2009/12/12/73257	63	A9BHWVNPA5L35	38	onlineB	3	BAD	Il s'agit notamment, en plus de maladies mentales comme la limite ou la dépression, souvent également des maladies telles que la migraine, l'épilepsie, la sclérose en plaques ou la maladie d'Alzheimer et les lésions cérébrales traumatiques.
6320	English	French	1531	spiegel/2009/12/12/73257	64	A9BHWVNPA5L35	38	onlineB	2	OK	Étonnamment, même le cerveau de personnes saines hallucine sous certaines conditions.
6321	English	French	755	times-of-london/2009/12/11/100522	8	ARBUOXKEFAF9Y	52	upv-combo	1	EDIT	Mais les dizaines de milliards de livres nécessaires pour construire un nouveau réseau ferroviaire national, l'inévitable bataille de planification et les craintes de dommages environnementaux peuvent encore mettre un frein  aux lignes à grande vitesse de la Grande-Bretagne.
6322	English	French	756	times-of-london/2009/12/11/100522	9	ARBUOXKEFAF9Y	52	upv-combo	1	EDIT	Deux vitesse Deux (SH2), une société créée en janvier pour fournir au gouvernement une étude de faisabilité, remettra son rapport de Lord Adonis le 30 décembre, a apprit le Times.
6323	English	French	757	times-of-london/2009/12/11/100522	10	ARBUOXKEFAF9Y	52	upv-combo	1	EDIT	Il lui a fourni une feuille de route détaillée de la prochaine étape prévue du réseau à grande vitesse.
6324	English	French	758	times-of-london/2009/12/11/100522	11	ARBUOXKEFAF9Y	52	upv-combo	1	EDIT	La nouvelle ligne reliant Londres à la West Midlands sera tracée à cinq mètres près dans les zones urbaines et dans les sites où l'impact sur l'environnement pourrait être litigieux.
6325	English	French	759	times-of-london/2009/12/11/100522	12	ARBUOXKEFAF9Y	52	upv-combo	1	EDIT	En pays ouvert, le plan sera rédigé à 25 mètres près du parcours final.
6326	English	German	397	lidovky.cz/2009/12/10/75429	44	A3IZMKDKQQIXEN	38	onlineB	3	BAD	Einige Minister jedoch sind besorgt, dass die Versicherungsgesellschaften "laufen konnte wild mit den Krankenkassen".
6327	English	German	398	lidovky.cz/2009/12/10/75429	45	A3IZMKDKQQIXEN	38	onlineB	1	EDIT	So müssen die Ärzte Impfstoffe kaufen und warten, bis die Versicherungen das Geld zurückerstatten.
6328	English	German	399	lidovky.cz/2009/12/10/75429	46	A3IZMKDKQQIXEN	38	onlineB	3	BAD	Es wird geschätzt, dass praktizierende Kinderärzte haben 40 Tausend einen Monat lang auf Impfstoffe, die eine Menge Geld ist, wird.
6329	English	German	400	lidovky.cz/2009/12/10/75429	47	A3IZMKDKQQIXEN	38	onlineB	2	OK	Es wird nicht leicht sein, sagt Cabrnochová.
6330	English	German	401	economist/2009/12/10/17240	1	A3IZMKDKQQIXEN	38	onlineB	3	BAD	Noch ihnen und uns
6331	English	French	1550	spiegel/2009/12/12/73257	83	ARBUOXKEFAF9Y	22	geneva	3	BAD	Quand elle est assis dans la salle de classe, elle ne peut pas quelquefois suivre parce que l’enseignant à ses l’oeil et l’oreille juste introduisant un nouveau camarade de classe, tandis qu’elle explique des équations mathématiques sur le tableau noir pour chacun autrement.
6332	English	French	1551	spiegel/2009/12/12/73257	84	ARBUOXKEFAF9Y	22	geneva	3	BAD	À la nuit que les apparences effraient habituellement.
6333	English	French	1552	spiegel/2009/12/12/73257	85	ARBUOXKEFAF9Y	22	geneva	3	BAD	Dans sa chambre noire, lesquels ne quand elle attend le sommeil vient elle ne peut pas beaucoup trop rarement et tard, souvent distinguer si elle est éveillé ou déjà rêvant, si les images que elle voit, les grimaces ou la fille avec les coupes en sang sur ses l’arme et la jambe le standing en face de ses ou yeux ouverts fermés.
6334	English	French	1553	spiegel/2009/12/12/73257	86	ARBUOXKEFAF9Y	22	geneva	1	EDIT	Laissez-moi, crie-t-elle aux chiffres.
6335	English	French	1554	spiegel/2009/12/12/73257	87	ARBUOXKEFAF9Y	22	geneva	1	EDIT	Elle ne dit rien à ses parents ou son ami concernant ceci, car ils penseraient qu’elle était folle.
6336	English	French	916	lesechos/2009/12/10/218325	7	ARBUOXKEFAF9Y	15	cu-zeman	1	EDIT	Peter cardillo, partenaire de Avalon, pense que les investisseurs se sont concentrés particulièrement sur la balance commerciale de l'Amérique, "qui montre une amélioration de l'activité dans le quatrième trimestre".
6337	English	French	917	lesechos/2009/12/10/218325	8	ARBUOXKEFAF9Y	15	cu-zeman	1	EDIT	Le déficit commercial des États-Unis a chuté de 7,6% en octobre, par rapport à septembre, soit de 32,9 milliards de dollars.
6338	English	French	918	lesechos/2009/12/10/218325	9	ARBUOXKEFAF9Y	15	cu-zeman	1	EDIT	Les analystes s'attendaient au contraire, une aggravation du déficit.
6339	English	French	919	lesechos/2009/12/10/218325	10	ARBUOXKEFAF9Y	15	cu-zeman	2	OK	Les importations et les exportations.
6340	English	French	920	lesechos/2009/12/10/218325	11	ARBUOXKEFAF9Y	15	cu-zeman	1	EDIT	La grande nouvelle, c'est l'augmentation du volume des échanges, particulièrement dans l'exportation des biens, qui reflète la croissance économique des partenaires commerciaux des États-Unis, commentait Christopher Cornell de la compagnie Recherche sur l'économie. com.
6341	English	German	1038	lesechos/2009/12/11/218656	10	A3IZMKDKQQIXEN	50	uppsala	3	BAD	Der Chef der orthopaedic und das Trauma der chirurgischen Klinik Pitié-Salpêtrière, Yves catoné angekündigt, er werde reisen, um zu sehen, wie der Sänger in Los Angeles am Montag.
6342	English	German	1039	lesechos/2009/12/11/218656	11	A3IZMKDKQQIXEN	50	uppsala	3	BAD	Der Hersteller Dr. Stéphane vehement in Frage gestellt delajoux, die neuro-surgeon, die auf den Sänger am 26. November in das Internationale Krankenhaus Parc Monceau in Paris.
6343	English	German	1040	lesechos/2009/12/11/218656	12	A3IZMKDKQQIXEN	50	uppsala	2	OK	Sie haben uns gesagt, es war ein Blutbad.
6344	English	German	1041	lesechos/2009/12/11/218656	13	A3IZMKDKQQIXEN	50	uppsala	1	EDIT	Die Chirurgen in Los Angeles haben gesagt, sie seien bestürzt, erklärt Herr Camus.
6345	English	German	1042	lesechos/2009/12/11/218656	14	A3IZMKDKQQIXEN	50	uppsala	1	EDIT	Ich rede von möglichen zukünftigen Gerichtsverfahren, sagte er.
6346	English	French	1355	frankfurter-rundschau/2009/12/10/99509	37	ARBUOXKEFAF9Y	24	jhu	2	OK	Les états doivent employer beaucoup plus de professeurs.
6347	English	French	1356	frankfurter-rundschau/2009/12/10/99509	38	ARBUOXKEFAF9Y	24	jhu	1	EDIT	Le ministre de la culture n'a, toutefois, pas questionné une déclaration concernant la libre entrée des masters.
6348	English	French	1357	frankfurter-rundschau/2009/12/10/99503	1	ARBUOXKEFAF9Y	24	jhu	3	BAD	Plus qu' une note de bas de page Herta Müller
6349	English	French	1358	frankfurter-rundschau/2009/12/10/99503	2	ARBUOXKEFAF9Y	24	jhu	1	EDIT	« Entrer et sortir de l'Allemagne est agréable, pratiquement aucun contrôle... » est la première ligne d'un poème du poète Werner Söllner, dans lequel il décrit l'expérience d'un dissident de l’arrivée, qui avait acquis la liberté mais perdu simultanément sa langue.
6350	English	French	1359	frankfurter-rundschau/2009/12/10/99503	3	ARBUOXKEFAF9Y	24	jhu	1	EDIT	Werner Söllner, né en Roumanie du Banat en 1951, a d'abord travaillé comme professeur d'allemand et d'anglais à Bucarest et, plus tard, comme rédacteur en chef dans une maison d'édition pour enfants, avant de déménager à Francfort en 1982.
6351	English	German	1427	spiegel/2009/12/12/73268	10	A3IZMKDKQQIXEN	18	dfki	1	EDIT	Klitchko erweiterte Seine Geschichte auf 39 Siege in 41 Profi-Spielen, zweimal musste er auf Grund von Verletzung aufgeben.
6352	English	German	1428	spiegel/2009/12/12/73268	11	A3IZMKDKQQIXEN	18	dfki	3	BAD	Herausforderer, von dem Johnson sah, dass ihn seine zuerst in 24 Kämpfen besiegen.
6353	English	German	1429	spiegel/2009/12/12/73268	12	A3IZMKDKQQIXEN	18	dfki	3	BAD	Vorn von einigen 17,000 Zuschauern in der Bern - Arena, dem 2.02 - Meter großen Klitchko, gezielt, um mit der dominierend mit seiner linken schlagenden Hand zu diktieren.
6354	English	German	1430	spiegel/2009/12/12/73268	13	A3IZMKDKQQIXEN	18	dfki	1	EDIT	Aber der elf Zentimeter kleinere Johnson, der vor dem Kampf das Ende der Ära angekündigt hatte, wich den Schlägen des Weltmeisters weiter aus, mit der Folge dass Klitchko keinen entscheidenden Schlag mit seiner gefährlichen rechte Hand anwenden konnte.
6355	English	German	1431	spiegel/2009/12/12/73268	14	A3IZMKDKQQIXEN	18	dfki	1	EDIT	Insgesamt tat der passive Johnson nicht genug für eine  Entschiedung und  versuchte einfach, die Runde zu überstehen.
6356	English	Spanish	1222	frankfurter-rundschau/2009/12/10/99527	11	A1WPVZZA0B3IOA	28	koc-combo	1	EDIT	La idea es establecer un intercambio científico continuo.
6357	English	Spanish	1223	frankfurter-rundschau/2009/12/10/99527	12	A1WPVZZA0B3IOA	28	koc-combo	3	BAD	Pero las relaciones comerciales también se están.
6358	English	Spanish	1224	frankfurter-rundschau/2009/12/10/99527	13	A1WPVZZA0B3IOA	28	koc-combo	2	OK	Las empresas de la Fiz tendrán la opción de conseguir un hueco en el creciente mercado ruso.
6359	English	Spanish	1225	frankfurter-rundschau/2009/12/10/99527	14	A1WPVZZA0B3IOA	28	koc-combo	2	OK	A su vez, las empresas rusas quieren ganar órdenes en Alemania.
6360	English	Spanish	1226	frankfurter-rundschau/2009/12/10/99527	15	A1WPVZZA0B3IOA	28	koc-combo	1	EDIT	Zelenograd es la sede más importante de los institutos de investigación y las empresas rusas.
6361	English	Spanish	61	lidovky.cz/2009/12/10/75519	28	A1WPVZZA0B3IOA	1	_ref	2	OK	Si la situación sigue empeorando y las sanciones aumentadas no ejercen ningún efecto sobre los iraníes, los EE.UU. tendrán que tomar una decisión difícil: tratar de solucionar el problema con fuerza militar o no.
6362	English	Spanish	62	lidovky.cz/2009/12/10/75519	29	A1WPVZZA0B3IOA	1	_ref	1	EDIT	Precisamente será necesario buscar las respuestas cuando, según Obama, América inicie la retirada triunfal de las tropas de Afganistán.
6363	English	Spanish	63	lidovky.cz/2009/12/10/75519	30	A1WPVZZA0B3IOA	1	_ref	1	EDIT	Sin embargo, una solución así significará un revés dramático para la situación afgana.
6364	English	Spanish	64	lidovky.cz/2009/12/10/75519	31	A1WPVZZA0B3IOA	1	_ref	2	OK	El único punto positivo para Barack Obama es el hecho de que faltan tres años para las elecciones presidenciales y por eso todavía queda mucho tiempo para encontrar otra estrategia, si ésta resulta un fracaso total.
6365	English	Spanish	65	lidovky.cz/2009/12/10/75501	1	A1WPVZZA0B3IOA	1	_ref	1	EDIT	Los directivos del banco Goldman Sachs no volverán a recibir bonos en efectivo
6366	English	Spanish	1813	abces/2009/12/11/200957	3	A1WPVZZA0B3IOA	38	onlineB	1	EDIT	El depuesto presidente debe salir de la embajada el 27 de enero de 2010 a más tardar, cuando su mandato termine oficialmente.
6367	English	Spanish	1814	abces/2009/12/11/200957	4	A1WPVZZA0B3IOA	38	onlineB	2	OK	Francisco Catunda, el Encargado de Negocios de la Embajada de Brasil en la capital hondureña, dijo a TV Globo que "Mel" sabe que debe dejar la embajada, donde se ha refugiado desde el 21 de septiembre, antes de esa fecha.
6368	English	Spanish	1815	abces/2009/12/11/200957	5	A1WPVZZA0B3IOA	38	onlineB	1	EDIT	"Él es consciente de que tiene que salir el 27 de enero, cunado termina su mandato, y tiene que buscar otra ocupación".
6369	English	Spanish	1816	abces/2009/12/11/200957	6	A1WPVZZA0B3IOA	38	onlineB	1	EDIT	La estación también citó al ex presidente, que confirmó su intención de dejar la embajada antes de la fecha: "Mi plan es salir lo antes posible, obviamente con el apoyo del gobierno brasileño", dijo Zelaya por teléfono.
6370	English	Spanish	1817	abces/2009/12/11/200957	7	A1WPVZZA0B3IOA	38	onlineB	1	EDIT	Tras las elecciones de 29 de noviembre (en las que Profiro Lobo fue elegido), Zelaya dijo que se quedaría en la embajada hasta enero.
6371	English	Spanish	947	lesechos/2009/12/10/218323	9	A1WPVZZA0B3IOA	43	rwth-combo	1	EDIT	La mujer embarazada se enfermó posteriormente y fue hospitalizada " en estado de shock " , según una fuente policial .
6372	English	Spanish	948	lesechos/2009/12/10/218323	10	A1WPVZZA0B3IOA	43	rwth-combo	1	EDIT	El hombre armado , que parecía estar bajo la influencia del alcohol o drogas , según una fuente policial , huyo por la calle junto al Boulevard Jean Jaurès .
6373	English	Spanish	949	lesechos/2009/12/10/218323	11	A1WPVZZA0B3IOA	43	rwth-combo	3	BAD	Se ha informado de que han heridos dos transeúntes , aparentemente al azar : uno , y uno , el último severamente .
6374	English	Spanish	950	lesechos/2009/12/10/218323	12	A1WPVZZA0B3IOA	43	rwth-combo	1	EDIT	Por la noche , el escenario sigue siendo poco claro .
6375	English	Spanish	951	lesechos/2009/12/10/218323	13	A1WPVZZA0B3IOA	43	rwth-combo	1	EDIT	Estaba armado con dos cuchillos de carnicero que llevaba cruzados en su espalda , explicó Arnaud Pressé en la escena , un oficial de la Alianza unión de Hauts-de-Seine .
6376	English	Czech	1619	elmundo/2009/12/10/10102	1	A1KOBAVR922QCR	43	rwth-combo	2	OK	Příslib FonPeek
6377	English	Czech	1620	elmundo/2009/12/10/10102	2	A1KOBAVR922QCR	43	rwth-combo	1	EDIT	Peek je velmi omezené zařízení, které je vhodné pouze pro kontrolu e-mailů, nemá žádné funkce pro prohlížení některých druhů příloh nebo surfování na webu.
